Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2022,Asotin,WA,Truck,0,0,0,6692,6692,0.00
June 30 2017,Gwinnett,GA,Passenger,0,1,1,89,90,1.11
September 30 2019,Alexandria,VA,Passenger,1,0,1,144,145,0.69
September 30 2021,Botetourt,VA,Passenger,1,0,1,0,1,100.00
September 30 2020,Mohave,AZ,Passenger,1,0,1,82,83,1.20
June 30 2019,Cowlitz,WA,Passenger,98,108,206,72984,73190,0.28
April 30 2024,Garfield,OK,Passenger,1,0,1,19,20,5.00
September 30 2021,Albemarle,VA,Passenger,2,0,2,27,29,6.90
June 30 2021,Grays Harbor,WA,Passenger,168,144,312,49399,49711,0.63
January 31 2017,Union,OH,Passenger,1,0,1,4,5,20.00
February 28 2017,Alameda,CA,Passenger,3,1,4,391,395,1.01
April 30 2022,Jefferson,WA,Passenger,415,212,627,24679,25306,2.48
September 30 2018,Pacific,WA,Passenger,18,22,40,15721,15761,0.25
January 31 2023,Virginia Beach,VA,Truck,1,0,1,128,129,0.78
November 30 2020,Yakima,WA,Passenger,166,122,288,166890,167178,0.17
January 31 2024,Mason,WA,Truck,19,0,19,20407,20426,0.09
February 29 2024,Thurston,WA,Passenger,4018,1451,5469,188753,194222,2.82
December 31 2017,Pend Oreille,WA,Passenger,3,4,7,9439,9446,0.07
January 31 2022,Franklin,WA,Passenger,168,101,269,62067,62336,0.43
December 31 2021,Pima,AZ,Passenger,1,1,2,314,316,0.63
October 31 2017,Pierce,WA,Truck,0,0,0,136970,136970,0.00
December 31 2018,Virginia Beach,VA,Passenger,2,1,3,695,698,0.43
February 28 2023,Williamsburg,VA,Passenger,0,1,1,8,9,11.11
December 31 2022,New Haven,CT,Passenger,0,2,2,29,31,6.45
June 30 2023,Horry,SC,Passenger,1,0,1,18,19,5.26
June 30 2018,Adams,WA,Passenger,5,5,10,12605,12615,0.08
August 31 2017,Kent,MI,Passenger,0,1,1,40,41,2.44
May 31 2023,Cascade,MT,Passenger,0,1,1,43,44,2.27
April 30 2025,Spokane,WA,Passenger,4582,1987,6569,316280,322849,2.03
May 31 2025,Columbia,WA,Truck,2,0,2,1530,1532,0.13
May 31 2018,Montgomery,TX,Passenger,1,0,1,69,70,1.43
April 30 2018,Lane,OR,Passenger,0,1,1,197,198,0.51
January 31 2022,Maui,HI,Passenger,1,0,1,28,29,3.45
August 31 2021,Harrison,MS,Passenger,2,0,2,56,58,3.45
October 31 2018,Washington,OR,Passenger,0,1,1,499,500,0.20
October 31 2021,Leavenworth,KS,Passenger,0,1,1,101,102,0.98
March 31 2019,Cowlitz,WA,Passenger,84,101,185,72516,72701,0.25
April 30 2019,Lincoln,WA,Passenger,3,6,9,7752,7761,0.12
December 31 2021,Onslow,NC,Passenger,0,1,1,161,162,0.62
September 30 2021,Champaign,IL,Passenger,1,0,1,15,16,6.25
March 31 2023,El Paso,CO,Passenger,4,7,11,593,604,1.82
August 31 2023,Duval,FL,Truck,1,0,1,58,59,1.69
August 31 2018,Deschutes,OR,Passenger,2,0,2,178,180,1.11
January 31 2017,Pima,AZ,Passenger,0,2,2,495,497,0.40
December 31 2017,Moore,NC,Passenger,0,1,1,198,199,0.50
August 31 2022,Lee,FL,Passenger,1,0,1,44,45,2.22
February 29 2020,Juneau,AK,Passenger,0,2,2,37,39,5.13
February 28 2018,Madison,ID,Passenger,1,0,1,37,38,2.63
February 28 2025,Asotin,WA,Truck,5,0,5,6552,6557,0.08
December 31 2021,Saratoga,NY,Passenger,1,0,1,46,47,2.13
October 31 2017,Carroll,NH,Passenger,0,1,1,1,2,50.00
June 30 2024,Volusia,FL,Truck,1,0,1,5,6,16.67
December 31 2017,St. Lucie,FL,Passenger,1,0,1,25,26,3.85
May 31 2025,Pinal,AZ,Passenger,1,1,2,60,62,3.23
January 31 2022,Douglas,CO,Passenger,1,1,2,93,95,2.11
March 31 2023,DuPage,IL,Passenger,5,1,6,44,50,12.00
September 30 2018,Morris,NJ,Passenger,1,0,1,17,18,5.56
August 31 2021,Garfield,WA,Passenger,0,3,3,1363,1366,0.22
March 31 2024,Snohomish,WA,Passenger,17498,3828,21326,524818,546144,3.90
April 30 2024,Williamsburg,VA,Passenger,0,1,1,2,3,33.33
November 30 2021,Wahkiakum,WA,Passenger,17,10,27,3087,3114,0.87
April 30 2025,Prince George's,MD,Passenger,4,2,6,104,110,5.45
July 31 2024,Grays Harbor,WA,Passenger,463,245,708,47839,48547,1.46
July 31 2023,Douglas,NE,Passenger,2,1,3,29,32,9.38
September 30 2017,Orange,FL,Passenger,1,1,2,156,158,1.27
May 31 2023,Columbia,WA,Passenger,9,1,10,2406,2416,0.41
May 31 2024,Horry,SC,Passenger,1,0,1,14,15,6.67
June 30 2023,Platte,MO,Passenger,1,1,2,19,21,9.52
December 31 2023,Tooele,UT,Passenger,2,0,2,13,15,13.33
April 30 2024,Multnomah,OR,Passenger,6,1,7,490,497,1.41
August 31 2019,San Francisco,CA,Passenger,2,2,4,111,115,3.48
July 31 2024,Geary,KS,Truck,1,0,1,23,24,4.17
April 30 2023,Baltimore,MD,Passenger,1,0,1,76,77,1.30
July 31 2020,Cumberland,NC,Passenger,1,3,4,469,473,0.85
April 30 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
September 30 2022,Fairfax,VA,Passenger,8,3,11,673,684,1.61
September 30 2021,Marion,IN,Passenger,1,0,1,50,51,1.96
December 31 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
April 30 2020,Wise,TX,Passenger,1,0,1,9,10,10.00
May 31 2022,Riverside,CA,Passenger,11,0,11,565,576,1.91
October 31 2022,Dallas,TX,Passenger,1,0,1,125,126,0.79
February 29 2024,Pinal,AZ,Passenger,3,1,4,97,101,3.96
June 30 2023,Muscogee,GA,Passenger,1,2,3,130,133,2.26
February 29 2024,Yolo,CA,Passenger,3,0,3,27,30,10.00
May 31 2020,Mason,WA,Truck,0,0,0,20491,20491,0.00
December 31 2020,Pennington,SD,Passenger,1,0,1,35,36,2.78
May 31 2023,Spokane,WA,Truck,38,0,38,101509,101547,0.04
July 31 2021,Sussex,NJ,Passenger,1,0,1,2,3,33.33
January 31 2017,Yakima,WA,Passenger,36,49,85,159898,159983,0.05
May 31 2021,Hillsborough,FL,Passenger,0,2,2,167,169,1.18
August 31 2020,Grant,WA,Truck,0,0,0,27224,27224,0.00
January 31 2017,Okaloosa,FL,Passenger,1,0,1,189,190,0.53
May 31 2018,Mercer,NJ,Passenger,0,1,1,18,19,5.26
August 31 2021,Carroll,MD,Passenger,0,1,1,18,19,5.26
December 31 2024,San Juan,WA,Passenger,811,245,1056,13447,14503,7.28
February 28 2021,Collier,FL,Passenger,1,0,1,26,27,3.70
May 31 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
June 30 2019,Mason,WA,Passenger,124,119,243,47153,47396,0.51
February 28 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
March 31 2025,James City,VA,Passenger,1,0,1,27,28,3.57
October 31 2022,Onslow,NC,Passenger,0,1,1,164,165,0.61
July 31 2023,San Luis Obispo,CA,Passenger,1,1,2,56,58,3.45
July 31 2020,Lewis,WA,Truck,0,0,0,26284,26284,0.00
February 29 2020,Klamath,OR,Passenger,1,0,1,43,44,2.27
June 30 2021,San Joaquin,CA,Passenger,1,0,1,122,123,0.81
April 30 2024,Suffolk,VA,Passenger,1,1,2,98,100,2.00
August 31 2024,Pacific,WA,Truck,12,0,12,7747,7759,0.15
December 31 2018,Douglas,CO,Passenger,1,0,1,90,91,1.10
January 31 2025,Saratoga,NY,Passenger,1,1,2,36,38,5.26
September 30 2022,Grays Harbor,WA,Passenger,224,166,390,48689,49079,0.79
February 29 2024,Walla Walla,WA,Passenger,274,142,416,35361,35777,1.16
July 31 2020,San Joaquin,CA,Passenger,1,0,1,139,140,0.71
September 30 2021,Nassau,NY,Passenger,4,0,4,36,40,10.00
June 30 2021,Kings,CA,Passenger,1,0,1,316,317,0.32
October 31 2020,Queens,NY,Passenger,1,0,1,58,59,1.69
December 31 2020,Garfield,WA,Passenger,0,2,2,1366,1368,0.15
March 31 2020,Collier,FL,Passenger,1,0,1,26,27,3.70
April 30 2025,Nueces,TX,Passenger,2,0,2,45,47,4.26
May 31 2020,Mason,WA,Passenger,157,135,292,47139,47431,0.62
November 30 2021,Pennington,SD,Passenger,1,0,1,36,37,2.70
October 31 2022,Galveston,TX,Passenger,1,1,2,22,24,8.33
August 31 2020,Sussex,NJ,Passenger,1,0,1,2,3,33.33
October 31 2019,Bexar,TX,Passenger,0,5,5,690,695,0.72
May 31 2024,Prince George's,MD,Passenger,4,2,6,119,125,4.80
October 31 2021,Fairfax,VA,Passenger,5,4,9,721,730,1.23
September 30 2018,Snohomish,WA,Truck,1,0,1,121735,121736,0.00
September 30 2017,Kittitas,WA,Truck,0,0,0,13661,13661,0.00
April 30 2017,Tulare,CA,Passenger,1,0,1,194,195,0.51
May 31 2021,,,Passenger,4,2,6,379,385,1.56
November 30 2024,Johnson,MO,Passenger,1,0,1,27,28,3.57
April 30 2019,Mercer,NJ,Passenger,0,1,1,17,18,5.56
June 30 2022,Sussex,NJ,Passenger,1,0,1,2,3,33.33
April 30 2023,San Juan,WA,Truck,12,0,12,5928,5940,0.20
July 31 2020,Shasta,CA,Passenger,1,0,1,39,40,2.50
July 31 2024,Klickitat,WA,Passenger,219,90,309,15104,15413,2.00
July 31 2022,Muscogee,GA,Passenger,0,1,1,143,144,0.69
January 31 2024,Douglas,WA,Truck,10,0,10,13048,13058,0.08
March 31 2025,Whatcom,WA,Truck,174,0,174,41968,42142,0.41
July 31 2024,Cumberland,PA,Passenger,1,0,1,48,49,2.04
June 30 2022,Sacramento,CA,Passenger,2,1,3,252,255,1.18
September 30 2023,Collin,TX,Passenger,5,0,5,64,69,7.25
February 28 2023,Franklin,WA,Passenger,273,128,401,61735,62136,0.65
August 31 2024,Ada,ID,Passenger,2,0,2,123,125,1.60
April 30 2021,Flathead,MT,Passenger,2,0,2,59,61,3.28
August 31 2017,Cobb,GA,Passenger,0,1,1,78,79,1.27
February 28 2025,Hoke,NC,Passenger,1,0,1,64,65,1.54
April 30 2022,Clark,NV,Passenger,9,3,12,680,692,1.73
January 31 2023,Eagle,CO,Passenger,1,0,1,7,8,12.50
September 30 2024,Camden,GA,Passenger,1,0,1,99,100,1.00
September 30 2023,Pend Oreille,WA,Truck,0,0,0,5590,5590,0.00
March 31 2025,Jefferson,NY,Passenger,3,0,3,149,152,1.97
May 31 2018,Eagle,CO,Passenger,1,0,1,7,8,12.50
March 31 2022,Clackamas,OR,Passenger,2,0,2,190,192,1.04
August 31 2019,Riverside,CA,Passenger,3,2,5,691,696,0.72
November 30 2019,Albemarle,VA,Passenger,1,0,1,28,29,3.45
September 30 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
October 31 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
February 28 2025,Kittitas,WA,Truck,54,0,54,14551,14605,0.37
June 30 2018,Essex,MA,Passenger,1,0,1,28,29,3.45
July 31 2017,Marion,OR,Passenger,1,0,1,168,169,0.59
March 31 2025,Benton,WA,Passenger,2139,883,3022,136684,139706,2.16
July 31 2017,Santa Clara,CA,Passenger,5,2,7,422,429,1.63
December 31 2020,Wahkiakum,WA,Passenger,6,7,13,3034,3047,0.43
August 31 2021,El Paso,CO,Passenger,2,2,4,716,720,0.56
November 30 2020,Placer,CA,Passenger,2,0,2,98,100,2.00
November 30 2018,Moore,NC,Passenger,0,1,1,192,193,0.52
February 28 2021,King,WA,Truck,6,1,7,184160,184167,0.00
February 28 2023,Montgomery,MD,Passenger,4,3,7,212,219,3.20
August 31 2024,Douglas,CO,Passenger,1,1,2,51,53,3.77
July 31 2020,Douglas,NE,Passenger,0,1,1,58,59,1.69
October 31 2024,Madison,IL,Passenger,1,0,1,9,10,10.00
May 31 2023,Los Angeles,CA,Passenger,9,4,13,807,820,1.59
March 31 2022,Sussex,NJ,Passenger,1,0,1,2,3,33.33
August 31 2024,Hays,TX,Passenger,1,0,1,5,6,16.67
June 30 2024,Bergen,NJ,Passenger,1,0,1,11,12,8.33
September 30 2021,Williamson,TX,Passenger,1,2,3,139,142,2.11
July 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
April 30 2018,Ferry,WA,Truck,0,0,0,3497,3497,0.00
January 31 2022,Lincoln,OR,Passenger,0,1,1,40,41,2.44
January 31 2023,Kauai,HI,Passenger,1,1,2,21,23,8.70
May 31 2021,Grant,WA,Truck,0,0,0,27847,27847,0.00
June 30 2018,Orange,CA,Passenger,5,1,6,590,596,1.01
August 31 2018,Pinal,AZ,Passenger,2,0,2,220,222,0.90
October 31 2023,Providence,RI,Passenger,1,0,1,19,20,5.00
May 31 2024,Nueces,TX,Passenger,2,0,2,60,62,3.23
November 30 2020,Skamania,WA,Truck,0,0,0,4008,4008,0.00
March 31 2025,Whatcom,WA,Passenger,4171,1443,5614,146107,151721,3.70
December 31 2018,Muskogee,OK,Passenger,0,1,1,2,3,33.33
April 30 2022,Tarrant,TX,Passenger,4,0,4,163,167,2.40
October 31 2020,Anne Arundel,MD,Passenger,1,1,2,401,403,0.50
August 31 2022,Orange,NY,Passenger,0,1,1,52,53,1.89
April 30 2022,Yavapai,AZ,Passenger,0,1,1,37,38,2.63
May 31 2022,DeKalb,GA,Passenger,1,0,1,60,61,1.64
July 31 2023,Orange,NY,Passenger,0,1,1,42,43,2.33
November 30 2019,Muskogee,OK,Passenger,0,1,1,1,2,50.00
January 31 2019,King,WA,Truck,6,1,7,182293,182300,0.00
April 30 2018,Yakima,WA,Truck,0,0,0,58202,58202,0.00
January 31 2022,Thurston,WA,Passenger,1917,973,2890,195680,198570,1.46
June 30 2022,Ferry,WA,Passenger,19,4,23,4397,4420,0.52
October 31 2023,Essex,NJ,Passenger,2,0,2,10,12,16.67
February 28 2022,Douglas,WA,Truck,0,0,0,12676,12676,0.00
January 31 2021,San Mateo,CA,Passenger,2,1,3,133,136,2.21
October 31 2021,District of Columbia,DC,Passenger,4,0,4,189,193,2.07
May 31 2018,Franklin,WA,Truck,0,0,0,18635,18635,0.00
August 31 2020,Harnett,NC,Passenger,1,0,1,211,212,0.47
May 31 2023,Otero,NM,Passenger,0,1,1,25,26,3.85
November 30 2022,Gwinnett,GA,Passenger,1,0,1,64,65,1.54
May 31 2017,Ferry,WA,Truck,0,0,0,3547,3547,0.00
May 31 2017,San Diego,CA,Passenger,4,2,6,2744,2750,0.22
March 31 2023,Hamilton,IN,Passenger,1,0,1,26,27,3.70
June 30 2021,Kootenai,ID,Passenger,0,2,2,218,220,0.91
January 31 2025,Newport,RI,Passenger,0,2,2,43,45,4.44
February 29 2024,Isle of Wight,VA,Passenger,0,1,1,16,17,5.88
December 31 2018,Skamania,WA,Truck,0,0,0,4011,4011,0.00
January 31 2021,Douglas,WA,Truck,0,0,0,12497,12497,0.00
May 31 2021,Grant,WA,Passenger,102,87,189,66795,66984,0.28
October 31 2021,Geary,KS,Passenger,1,0,1,101,102,0.98
May 31 2025,Jefferson,WA,Passenger,908,347,1255,23442,24697,5.08
October 31 2017,Klickitat,WA,Passenger,23,27,50,14806,14856,0.34
December 31 2024,Mercer,NJ,Passenger,0,1,1,6,7,14.29
September 30 2017,DeKalb,GA,Passenger,1,0,1,87,88,1.14
July 31 2023,Columbia,WA,Passenger,11,1,12,2422,2434,0.49
March 31 2019,Hawaii,HI,Passenger,1,0,1,71,72,1.39
September 30 2018,Kootenai,ID,Passenger,0,2,2,223,225,0.89
May 31 2024,Manassas,VA,Passenger,1,0,1,6,7,14.29
June 30 2021,Cumberland,NC,Passenger,1,2,3,438,441,0.68
May 31 2023,Columbia,GA,Passenger,1,1,2,83,85,2.35
July 31 2024,Texas,MO,Passenger,1,0,1,2,3,33.33
May 31 2019,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
December 31 2022,Lincoln,OR,Passenger,1,1,2,27,29,6.90
June 30 2023,San Bernardino,CA,Passenger,3,1,4,367,371,1.08
December 31 2018,Mecklenburg,NC,Passenger,1,0,1,88,89,1.12
June 30 2022,Lexington,SC,Passenger,1,0,1,24,25,4.00
December 31 2023,Kauai,HI,Passenger,0,1,1,20,21,4.76
March 31 2022,Franklin,WA,Passenger,178,106,284,61983,62267,0.46
January 31 2023,Mason,WA,Passenger,377,187,564,46656,47220,1.19
February 28 2017,King,WA,Truck,8,1,9,190420,190429,0.00
March 31 2019,Island,WA,Passenger,300,235,535,63024,63559,0.84
February 28 2022,Wahkiakum,WA,Truck,0,0,0,1812,1812,0.00
June 30 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
March 31 2024,Beaufort,SC,Passenger,1,0,1,30,31,3.23
May 31 2020,Washoe,NV,Passenger,1,0,1,116,117,0.85
October 31 2023,Montgomery,AL,Passenger,1,1,2,32,34,5.88
July 31 2020,Brevard,FL,Passenger,0,1,1,91,92,1.09
May 31 2024,St. Louis,MO,Passenger,1,0,1,53,54,1.85
May 31 2024,Klickitat,WA,Passenger,208,85,293,15079,15372,1.91
July 31 2024,District of Columbia,DC,Passenger,3,1,4,146,150,2.67
August 31 2017,Manatee,FL,Passenger,1,0,1,46,47,2.13
January 31 2024,Jefferson,IL,Passenger,1,0,1,1,2,50.00
December 31 2019,Lake,IL,Passenger,1,0,1,171,172,0.58
June 30 2020,Portsmouth,VA,Passenger,0,1,1,73,74,1.35
December 31 2023,Asotin,WA,Truck,0,0,0,6579,6579,0.00
September 30 2017,Asotin,WA,Passenger,7,5,12,12454,12466,0.10
January 31 2023,Island,WA,Passenger,952,397,1349,60889,62238,2.17
May 31 2022,Adams,WA,Truck,0,0,0,5472,5472,0.00
October 31 2018,Jefferson,WA,Truck,0,0,0,9603,9603,0.00
March 31 2023,Kern,CA,Passenger,2,1,3,219,222,1.35
February 28 2019,Montgomery,AL,Passenger,1,1,2,44,46,4.35
March 31 2024,Kittitas,WA,Truck,24,0,24,14675,14699,0.16
January 31 2019,Clay,FL,Passenger,0,1,1,92,93,1.08
March 31 2025,Snohomish,WA,Truck,703,0,703,118009,118712,0.59
July 31 2022,Platte,MO,Passenger,1,1,2,23,25,8.00
April 30 2021,Harris,TX,Passenger,1,1,2,263,265,0.75
April 30 2020,New London,CT,Passenger,1,1,2,232,234,0.85
July 31 2022,Spokane,WA,Passenger,1667,861,2528,323668,326196,0.77
May 31 2019,Cowlitz,WA,Passenger,95,107,202,72883,73085,0.28
September 30 2018,Norfolk,VA,Passenger,2,2,4,332,336,1.19
July 31 2023,Columbia,WA,Truck,0,0,0,1542,1542,0.00
November 30 2017,Lewis,WA,Passenger,53,41,94,56424,56518,0.17
February 28 2023,Walla Walla,WA,Passenger,206,107,313,35602,35915,0.87
December 31 2018,Garfield,OK,Passenger,1,0,1,15,16,6.25
September 30 2018,Klickitat,WA,Passenger,24,32,56,15353,15409,0.36
December 31 2022,Sedgwick,KS,Passenger,0,1,1,79,80,1.25
October 31 2020,Richland,SC,Passenger,0,1,1,145,146,0.68
August 31 2018,Dale,AL,Passenger,0,1,1,56,57,1.75
August 31 2024,Tompkins,NY,Passenger,1,0,1,10,11,9.09
January 31 2021,Gwinnett,GA,Passenger,1,0,1,71,72,1.39
March 31 2017,St. Lucie,FL,Passenger,1,0,1,30,31,3.23
November 30 2023,Johnson,MO,Passenger,1,0,1,24,25,4.00
April 30 2025,Cumberland,PA,Passenger,1,0,1,37,38,2.63
June 30 2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
November 30 2023,Lincoln,OR,Passenger,1,0,1,25,26,3.85
October 31 2023,Loudoun,VA,Passenger,2,1,3,66,69,4.35
April 30 2023,Harnett,NC,Passenger,4,0,4,164,168,2.38
August 31 2023,Laramie,WY,Passenger,1,0,1,34,35,2.86
June 30 2024,Providence,RI,Passenger,1,0,1,21,22,4.55
February 28 2021,San Juan,WA,Truck,0,0,0,5859,5859,0.00
May 31 2019,Jefferson,NY,Passenger,0,1,1,217,218,0.46
June 30 2024,Sacramento,CA,Truck,1,0,1,28,29,3.45
December 31 2021,Chelan,WA,Truck,0,0,0,23079,23079,0.00
November 30 2024,Camden,GA,Passenger,1,0,1,95,96,1.04
January 31 2023,New London,CT,Passenger,2,4,6,202,208,2.88
December 31 2021,Gwinnett,GA,Passenger,1,0,1,71,72,1.39
May 31 2022,Chesapeake,VA,Passenger,2,1,3,383,386,0.78
June 30 2022,Jefferson,WA,Truck,2,0,2,9450,9452,0.02
June 30 2022,Burlington,NJ,Passenger,0,2,2,107,109,1.83
January 31 2017,Utah,UT,Passenger,0,1,1,206,207,0.48
September 30 2023,Clark,WA,Truck,117,0,117,81104,81221,0.14
August 31 2024,Skamania,WA,Truck,5,0,5,3852,3857,0.13
December 31 2022,Thurston,WA,Passenger,2615,1128,3743,191149,194892,1.92
February 28 2021,Mason,WA,Passenger,177,133,310,47599,47909,0.65
January 31 2023,Hamilton,OH,Passenger,1,0,1,46,47,2.13
April 30 2019,Franklin,WA,Truck,0,0,0,19206,19206,0.00
June 30 2019,El Paso,CO,Passenger,3,2,5,754,759,0.66
June 30 2024,Virginia Beach,VA,Passenger,5,3,8,450,458,1.75
March 31 2017,Juneau,AK,Passenger,0,1,1,56,57,1.75
March 31 2022,Bell,TX,Passenger,1,0,1,351,352,0.28
November 30 2022,Moore,NC,Passenger,0,1,1,131,132,0.76
February 28 2022,Lake,FL,Passenger,1,0,1,27,28,3.57
March 31 2022,Walla Walla,WA,Passenger,157,90,247,36051,36298,0.68
May 31 2023,Cumberland,NC,Passenger,1,4,5,357,362,1.38
February 29 2020,New Haven,CT,Passenger,0,2,2,41,43,4.65
December 31 2023,New London,CT,Passenger,2,4,6,184,190,3.16
July 31 2020,Snohomish,WA,Truck,0,0,0,124266,124266,0.00
November 30 2017,Okanogan,WA,Truck,0,0,0,16269,16269,0.00
March 31 2020,King,WA,Truck,5,1,6,182297,182303,0.00
June 30 2022,San Francisco,CA,Passenger,2,0,2,99,101,1.98
June 30 2018,Franklin,WA,Passenger,39,66,105,57823,57928,0.18
May 31 2020,Newport,RI,Passenger,0,1,1,79,80,1.25
November 30 2019,San Francisco,CA,Passenger,2,2,4,107,111,3.60
May 31 2019,Mason,WA,Truck,0,0,0,20345,20345,0.00
September 30 2022,District of Columbia,DC,Passenger,2,0,2,168,170,1.18
February 28 2023,Adams,WA,Passenger,21,11,32,12985,13017,0.25
July 31 2024,District of Columbia,DC,Truck,1,0,1,15,16,6.25
May 31 2017,Yakima,WA,Truck,0,0,0,57271,57271,0.00
April 30 2023,Williamson,TX,Passenger,0,1,1,98,99,1.01
September 30 2017,Asotin,WA,Truck,0,0,0,6502,6502,0.00
January 31 2022,Sedgwick,KS,Passenger,0,1,1,89,90,1.11
April 30 2021,Newport,RI,Passenger,0,1,1,75,76,1.32
October 31 2021,Carson City,NV,Passenger,1,0,1,14,15,6.67
June 30 2018,Grant,WA,Truck,0,0,0,25910,25910,0.00
September 30 2022,Prince George's,MD,Passenger,3,1,4,144,148,2.70
June 30 2020,Asotin,WA,Passenger,16,12,28,12308,12336,0.23
June 30 2023,Ulster,NY,Passenger,1,0,1,10,11,9.09
December 31 2019,Clay,FL,Passenger,0,1,1,94,95,1.05
June 30 2024,Anne Arundel,MD,Truck,1,0,1,42,43,2.33
February 28 2017,Wahkiakum,WA,Passenger,0,1,1,2843,2844,0.04
January 31 2025,Greene,OH,Passenger,2,0,2,16,18,11.11
August 31 2019,Oklahoma,OK,Passenger,0,1,1,138,139,0.72
August 31 2019,Muskogee,OK,Passenger,0,1,1,1,2,50.00
September 30 2021,Pulaski,MO,Passenger,1,0,1,129,130,0.77
December 31 2023,Beaufort,SC,Passenger,1,0,1,30,31,3.23
October 31 2017,Benton,WA,Passenger,164,154,318,129359,129677,0.25
May 31 2018,Asotin,WA,Truck,0,0,0,6627,6627,0.00
March 31 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
February 28 2023,Bartow,GA,Passenger,0,1,1,4,5,20.00
March 31 2024,Garfield,WA,Truck,0,0,0,983,983,0.00
May 31 2020,Pinellas,FL,Passenger,1,1,2,124,126,1.59
November 30 2022,Saratoga,NY,Passenger,1,0,1,51,52,1.92
February 28 2022,Skagit,WA,Truck,1,0,1,32584,32585,0.00
May 31 2022,Okanogan,WA,Passenger,79,51,130,26357,26487,0.49
June 30 2024,Garfield,WA,Passenger,0,3,3,1309,1312,0.23
April 30 2023,New London,CT,Passenger,2,4,6,197,203,2.96
December 31 2020,Chelan,WA,Passenger,278,89,367,54479,54846,0.67
April 30 2024,Sacramento,CA,Passenger,2,1,3,174,177,1.69
June 30 2021,Snohomish,WA,Truck,1,0,1,126166,126167,0.00
September 30 2023,Mohave,AZ,Passenger,1,0,1,56,57,1.75
February 28 2025,El Paso,CO,Passenger,9,8,17,421,438,3.88
May 31 2019,Norfolk,VA,Passenger,2,2,4,338,342,1.17
July 31 2023,Moore,NC,Passenger,0,1,1,132,133,0.75
April 30 2023,Adams,WA,Passenger,23,12,35,13010,13045,0.27
November 30 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
May 31 2022,Walla Walla,WA,Truck,0,0,0,13957,13957,0.00
May 31 2020,Putnam,TN,Passenger,0,1,1,5,6,16.67
August 31 2019,Nassau,NY,Passenger,4,0,4,43,47,8.51
December 31 2019,King,WA,Truck,6,1,7,182089,182096,0.00
May 31 2019,Flathead,MT,Passenger,1,0,1,71,72,1.39
October 31 2024,Tom Green,TX,Passenger,0,1,1,19,20,5.00
July 31 2021,Burlington,NJ,Passenger,0,1,1,124,125,0.80
March 31 2022,Adams,WA,Passenger,16,11,27,12952,12979,0.21
March 31 2019,Clallam,WA,Passenger,154,129,283,50300,50583,0.56
December 31 2023,Sonoma,CA,Passenger,2,1,3,72,75,4.00
March 31 2019,Wahkiakum,WA,Passenger,1,1,2,3005,3007,0.07
October 31 2018,Whitman,WA,Passenger,19,33,52,22729,22781,0.23
February 29 2020,Douglas,WA,Passenger,69,40,109,28255,28364,0.38
May 31 2022,Garfield,WA,Truck,0,0,0,976,976,0.00
March 31 2024,Ventura,CA,Passenger,4,2,6,234,240,2.50
September 30 2021,Queens,NY,Passenger,2,0,2,53,55,3.64
August 31 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
April 30 2023,Chesapeake,VA,Passenger,2,1,3,340,343,0.87
February 28 2023,Burlington,NJ,Passenger,2,2,4,97,101,3.96
November 30 2019,Skamania,WA,Truck,0,0,0,4096,4096,0.00
December 31 2024,Santa Clara,CA,Passenger,17,7,24,169,193,12.44
October 31 2020,Garfield,WA,Truck,0,0,0,989,989,0.00
September 30 2023,Onslow,NC,Passenger,0,1,1,147,148,0.68
February 28 2017,Manassas,VA,Passenger,0,1,1,8,9,11.11
December 31 2024,Lincoln,WA,Passenger,35,33,68,7507,7575,0.90
April 30 2020,Kittitas,WA,Truck,0,0,0,14590,14590,0.00
February 28 2021,Kern,CA,Passenger,0,1,1,220,221,0.45
April 30 2023,Riverside,CA,Passenger,9,2,11,499,510,2.16
July 31 2018,El Paso,CO,Passenger,2,2,4,776,780,0.51
January 31 2021,Vigo,IN,Passenger,1,0,1,6,7,14.29
November 30 2017,Marin,CA,Passenger,1,0,1,58,59,1.69
October 31 2020,Garfield,WA,Passenger,0,1,1,1353,1354,0.07
June 30 2018,DeKalb,GA,Passenger,1,0,1,83,84,1.19
August 31 2020,Clark,NV,Passenger,3,3,6,756,762,0.79
June 30 2019,Nueces,TX,Passenger,1,1,2,100,102,1.96
October 31 2017,Norfolk,VA,Passenger,1,1,2,306,308,0.65
